date,source,site,channel,media,visit
2017/5/16,网站联盟,亿起发,-,-,2094
2017/5/16,搜索,搜狗综合品专sum,PC品专,标题,1279
2017/5/16,品牌营销_品牌词,品牌词导航,pc_全站顶导_超级手机入口,PC,1231
2017/5/16,CRM,准会员,电视,电视推送,912
2017/5/16,网站联盟,领克特,-,-,2194
2017/5/16,手机_品牌营销_品牌词,品牌词运营,移动端_乐见,app,672
2017/5/16,网站联盟,银橙传媒,-,-,913
2017/5/16,手机_网站联盟,亿起发,-,-,927
2017/5/16,手机_品牌营销_品牌词,品牌词导航,m站_生态区导航_入口,移动端,632
2017/5/16,手机_品牌营销_品牌词,品牌词,移动端,-,538
2017/5/16,手机_社会化联盟,个人网站联盟,M站,个人网站联盟,476
2017/5/16,其它,四次元_应用,超级电视官微,APP,501
2017/5/16,网站联盟,智推,PC端,-,482
2017/5/16,品牌营销_品牌词,品牌词运营,其他,PC,458
2017/5/16,网站联盟,多麦,PC,-,1306
2017/5/16,手机_品牌营销_品牌词,品牌词广告,app_暂停,app,389
2017/5/16,手机_品牌营销_品牌词,品牌词运营,M站焦点图,app,395
2017/5/16,社会化联盟,链接广告,PC端,-,418
2017/5/16,移动,手机,应用商店,品牌词手机,301
2017/5/16,网站联盟,盘石联盟,-,-,355
2017/5/16,品牌营销_品牌词,品牌词运营,首页右侧LOGO,pc,288
2017/5/16,CRM,准会员,商城,电视推送,293
2017/5/16,手机_品牌营销_品牌词,品牌词产品,m站_超级电视聚合页入口,移动端,283
2017/5/16,手机_品牌营销_品牌词,品牌词产品,客户端_播放器播放标签,移动端,246
2017/5/16,品牌营销_品牌词,品牌词产品,播放器观看标签,PC,219
2017/5/16,SEO,谷歌,PC,-,205
2017/5/16,其它,功能型生态电商,SDK,品牌词金融,201
2017/5/16,品牌营销_品牌词,品牌词广告,搜索结果页通栏1轮播A,pc,183
2017/5/16,手机_品牌营销_品牌词,品牌词产品,android_特色频道_入口,移动端,181
2017/5/16,其它,生态化反,M站,jdt,173
2017/5/16,手机_品牌营销_品牌词,品牌词运营,入口,移动端,168
2017/5/16,手机_品牌营销_品牌词,品牌词产品,m站_超级配件聚合页入口,移动端,176
2017/5/16,其它,生态化反,M站,banner,162
2017/5/16,手机_品牌营销_品牌词,品牌词产品,m站_超级手机聚合页入口,移动端,179
2017/5/16,手机_网站联盟,盘石联盟,-,-,188
2017/5/16,社会化传播,微博,专题,品牌词商城,172
2017/5/16,手机_品牌营销_品牌词,品牌词产品,m站_影视爆款聚合页入口,移动端,153
2017/5/16,品牌营销_品牌词,品牌词生态,乐迷社区_全网顶导,PC,158
2017/5/16,手机_品牌营销_品牌词,品牌词产品,m站_智能硬件聚合页入口,移动端,154
2017/5/16,CRM,准会员,商城,APP,119
2017/5/16,品牌营销_品牌词,品牌词生态,乐迷社区_全网频道页导航,PC,137
2017/5/16,网站联盟,51返利网,-,-,120
2017/5/16,手机_品牌营销_品牌词,品牌词生态,品牌词手机_浏览器,移动端,113
2017/5/16,CRM,准会员,商城,短信,115
2017/5/16,精准营销,什么值得买,PC端,软性资源,112
2017/5/16,手机_品牌营销_品牌词,品牌词产品,m站_品牌词商城入口,移动端,137
2017/5/16,搜索,百度,百度商城品专,PC品专,110
2017/5/16,手机_精准营销,一点资讯,919购物频道,频道生成,104
2017/5/16,其它,SSP媒介,一点资讯,频道自动订阅,100
2017/5/16,搜索,搜狗综合品专sum,品牌直通车,标题,103
2017/5/16,搜索,百度,PC,硬广,98
2017/5/16,手机_品牌营销_品牌词,品牌词运营,易到h5跳转,app,90
2017/5/16,搜索,搜狗综合品专semph,PC品专,小图1,109
2017/5/16,移动,APP,APP下载页,M站底部banner,525
2017/5/16,搜索,搜狗综合品专sum,PC品专,左侧大图1,87
2017/5/16,其它,SSP媒介,360,富媒体,79
2017/5/16,品牌营销_品牌词,品牌词运营,电视剧首页焦点图,pc,87
2017/5/16,搜索,360,综合品专semph,PC品专,107
2017/5/16,搜索,百度综合品专sum,PC品专,标题,71
2017/5/16,品牌营销_品牌词,品牌词导航,pc_频道页导航_入口,PC,64
2017/5/16,搜索,360,360商城品专,PC品专,64
2017/5/16,SEO,360,PC,-,69
2017/5/16,品牌营销_品牌词,品牌词广告,pc_暂停,pc,59
2017/5/16,品牌营销_品牌词,品牌词运营,导航,PC,64
2017/5/16,CRM,准会员,电视,APP,56
2017/5/16,手机_精准营销,UC浏览器,活动,网址导航热词,55
2017/5/16,搜索,搜狗,搜狗商城品专,PC品专,49
2017/5/16,公众号,支付宝,品牌词商城,支付宝服务号,58
2017/5/16,手机_品牌营销_品牌词,品牌词运营,其他,移动端,43
2017/5/16,搜索,百度,通用百度sem,商城品牌词_PC,45
2017/5/16,手机_品牌营销_品牌词,品牌词运营,品牌词应用商店app开机图,app,41
2017/5/16,CRM,生态内,商城,短信,41
2017/5/16,手机_品牌营销_品牌词,品牌词运营,移动端_活动中心,app,42
2017/5/16,手机_搜索,神马,综合品专sum,无线品专,39
2017/5/16,手机_品牌营销_品牌词,品牌词运营,移动端_发现专题,app,42
2017/5/16,CRM,准会员,电视,站内信,38
2017/5/16,搜索,搜狗综合品专semtv,PC品专,小图2,41
2017/5/16,品牌营销_品牌词,品牌词运营,二维码,TV端,32
2017/5/16,网站联盟,智迅互通,PC端,-,59
2017/5/16,手机_搜索,百度,百度商城品专,无线品专,31
2017/5/16,CRM,准会员,商城,邮箱,30
2017/5/16,搜索,百度,PC_手机,硬广,32
2017/5/16,品牌营销_品牌词,品牌词,PC,-,25
2017/5/16,搜索,百度,百度定制品专,PC品专,25
2017/5/16,精准营销,360导航,PC,名站文字链,26
2017/5/16,搜索,百度,百度电视品专,PC品专,30
2017/5/16,搜索,搜狗综合品专semph,品牌直通车,左侧大图,25
2017/5/16,手机_搜索,百度综合品专sum,无线品专,标题,24
2017/5/16,手机_搜索,神马,神马商城品专,无线品专,21
2017/5/16,品牌营销_品牌词,品牌词产品,导航入口,品牌词商城,21
2017/5/16,手机_精准营销,UC浏览器,活动,UC导航酷站手机分类,22
2017/5/16,搜索,搜狗,通用搜狗sem,商城品牌词_PC,20
2017/5/16,手机_百度SDK,百度SDK,SDK,百度SDK-硬广,19
2017/5/16,精准营销,360浏览器,PC,右下角弹窗,17
2017/5/16,移动,APP,APP下载页,说明书,18
2017/5/16,精准营销,360浏览器,PC,浏览器地址栏下拉热词2,17
2017/5/16,SEO,必应,PC,-,20
2017/5/16,手机_品牌营销_品牌词,品牌词广告,乐品15秒前贴片_app,app,17
2017/5/16,CRM,会员,商城,短信,17
2017/5/16,手机_搜索,百度,百度电视品专,移动品专,18
2017/5/16,手机_精准营销,uc浏览器,活动,酷站精品文字链,18
2017/5/16,手机_品牌营销_品牌词,品牌词产品,android_设置_超级电视入口,移动端,16
2017/5/16,品牌营销_品牌词,品牌词产品,全网右侧导航,PC,15
2017/5/16,手机_品牌营销_品牌词,品牌词生态,品牌词班车_车身广告,移动端,15
2017/5/16,手机_搜索,搜狗综合品专sum,无线品专,标题,17
2017/5/16,CRM,准会员,商城,站内信,17
2017/5/16,搜索,搜狗综合品专sum,PC品专,Button2,21
2017/5/16,搜索,360,综合semsum,商城品牌词_PC,14
2017/5/16,手机_品牌营销_品牌词,品牌词导航,m站_频道页导航_入口,移动端,13
2017/5/16,手机_搜索,百度,通用百度sem,商城品牌词_M,13
2017/5/16,SEO,搜狗,PC,-,14
2017/5/16,搜索,搜狗,PC,硬广,12
2017/5/16,手机_精准营销,猎豹,手机,金山电池医生IOS开屏,11
2017/5/16,手机_社会化联盟,邀请,-,-,11
2017/5/16,其它,生态化反,M站,红包,11
2017/5/16,搜索,搜狗综合品专sum,PC品专,tab图1,13
2017/5/16,品牌营销_品牌词,品牌词运营,-,-,12
2017/5/16,其它,生态化反,PC站,banner,14
2017/5/16,SEO,雅虎,PC,-,11
2017/5/16,品牌营销_品牌词,品牌词产品,品牌词商城入口,PC,11
2017/5/16,移动,M站,配件,电视,13
2017/5/16,其它,酷派自投,DSP_智汇推_省广,策略1_19_2,10
2017/5/16,移动,M站,APP下载页,商城官网,11
2017/5/16,手机_精准营销,猎豹,活动,金山电池医生,11
2017/5/16,搜索,360,综合品专semtv,PC品专,16
2017/5/16,搜索,360,综合semsum,360凤巢图文,10
2017/5/16,手机_搜索,百度,百度手机品专,移动品专,11
2017/5/16,CRM,准会员,手机,APP,9
2017/5/16,精准营销,hao123,活动,手机酷站,9
2017/5/16,搜索,搜狗semsum,商城品牌词_PC,品牌词,9
2017/5/16,其它,手机媒介,线下二维码,线下二维码,9
2017/5/16,手机_搜索,神马,综合semsum,商城品牌词,9
2017/5/16,搜索,360,360手机sem,商城品牌词_PC,9
2017/5/16,精准营销,腾讯,手机,新闻客户端,8
2017/5/16,搜索,搜狗综合品专semph,PC品专,tab图2,9
2017/5/16,搜索,360,PC,硬广,8
2017/5/16,公众号,微信,手机微信品牌词tv,-,10
2017/5/16,CRM,准会员,乐迷日,站内信,8
2017/5/16,精准营销,360浏览器,活动,下拉热词2,7
2017/5/16,其它,SSP媒介,今日头条,推荐信息流大图4_1,7
2017/5/16,精准营销,360导航,活动,酷站,7
2017/5/16,搜索,360,好搜手机品专,PC品专,7
2017/5/16,搜索,百度,百度手机sem,商城品牌词-PC,7
2017/5/16,手机_精准营销,UC浏览器,导航酷站手机分类,导航酷站手机分类,7
2017/5/16,手机_品牌营销_品牌词,品牌词运营,影视大全开机图,app,6
2017/5/16,移动,APP,APP下载页,乐小宝详情,6
2017/5/16,手机_精准营销,猎豹,猎豹清理大师,PUSH,6
2017/5/16,手机_搜索,百度,M站_手机,硬广,6
2017/5/16,搜索,百度semph,手机品牌词_PC,品牌词手机,6
2017/5/16,搜索,百度semph,商城品牌词_PC,品牌词,7
2017/5/16,CRM,准会员,手机,电视推送,7
2017/5/16,搜索,百度,百度手机品专,PC品专,6
2017/5/16,搜索,搜狗综合品专sum,PC品专,Button3,9
2017/5/16,其它,酷派C1,猎豹,猎豹清理大师_Android_开屏,5
2017/5/16,精准营销,360安全卫士,PC,开机小助手-大图,5
2017/5/16,手机_品牌营销_品牌词,品牌词运营,贴片,移动端,5
2017/5/16,其它,酷派C1,控股媒介,腾讯视频,5
2017/5/16,搜索,搜狗,搜狗手机sem,手机品牌词_PC,5
2017/5/16,CRM,准会员,手机,站内信,5
2017/5/16,搜索,搜狗综合品专sum,PC品专,栏目11标题,5
2017/5/16,手机_搜索,搜狗,搜狗商城品专,无线品专,5
2017/5/16,手机_搜索,百度,M站,硬广,5
2017/5/16,其它,SSP媒介,一点资讯,浮屏,4
2017/5/16,精准营销,360浏览器,活动,新安装页面欢迎页,4
2017/5/16,手机_品牌营销_品牌词,品牌词运营,其他,M站,4
2017/5/16,精准营销,360导航,PC,手机酷站文字,4
2017/5/16,CRM,会员,商城,积分商城,4
2017/5/16,手机_搜索,搜狗semsum,商城品牌词_M,品牌词,4
2017/5/16,搜索,360,通用360sem,商城品牌词_PC,4
2017/5/16,搜索,搜狗综合品专sum,品牌直通车,进入官网,4
2017/5/16,社会化联盟,个人网站联盟,PC,个人网站联盟,4
2017/5/16,搜索,百度semtv,商城品牌词_PC,品牌词商城,4
2017/5/16,搜索,百度,百度手机sem,手机品牌词_PC,7
2017/5/16,CRM,会员,商城,邮箱,5
2017/5/16,搜索,360,PC_手机,硬广,4
2017/5/16,手机_搜索,搜狗semsum,商城品牌词_M,品牌词商城,4
2017/5/16,搜索,360,360手机sem,商城品牌词-PC,4
2017/5/16,移动,APP,活动页,品牌词文字链,3
2017/5/16,CRM,准会员,手机,短信,3
2017/5/16,手机_DSP,晶赞,M,新客,3
2017/5/16,手机_精准营销,猎豹,手机,猎豹清理大师Android,3
2017/5/16,其它,酷派C1,猎豹,猎豹清理大师_Android_PUSH,3
2017/5/16,手机_精准营销,猎豹,活动,猎豹清理大师,3
2017/5/16,搜索,搜狗综合品专semph,PC品专,右侧大图,5
2017/5/16,手机_精准营销,猎豹,手机,金山电池医生IOS,3
2017/5/16,其它,SSP媒介,微信朋友圈,查看详情,4
2017/5/16,手机_精准营销,2345手机导航,活动,首页酷站,3
2017/5/16,搜索,百度semsum,商城品牌词_PC,品牌词商城,3
2017/5/16,社会化联盟,邀请,-,-,5
2017/5/16,搜索,百度semtv,商城品牌词_PC,品牌词,3
2017/5/16,品牌营销_外网,腾讯新闻客户端,移动端,移动端_硬广,3
2017/5/16,品牌营销_品牌词,品牌词产品,直播频道直播大厅_收看标签,PC,3
2017/5/16,SEO,360,WAP,-,3
2017/5/16,精准营销,hao123,手机酷站,手机酷站,3
2017/5/16,其它,四次元_应用,品牌词视频,PC_入口导航,3
2017/5/16,搜索,360,综合semtv,商城品牌词_PC,3
2017/5/16,社会化传播,微博,专题,乐秒君,3
2017/5/16,搜索,百度semtv,电视品牌词_PC,品牌词电视,3
2017/5/16,品牌营销_品牌词,品牌词广告,品牌词首页通栏1,pc,4
2017/5/16,CRM,邮箱,品牌词,外部合作,3
2017/5/16,手机_搜索,百度,百度手机sem,手机品牌词_M,3
2017/5/16,搜索,百度,百度电视sem,商城品牌词-PC,3
2017/5/16,搜索,搜狗综合品专semph,品牌直通车,短链接1,3
2017/5/16,搜索,百度,百度电视sem,商城品牌词_PC,3
2017/5/16,手机_品牌营销_品牌词,品牌词运营,品牌词游戏app开机图,app,3
2017/5/16,搜索,搜狗,PC_手机,硬广,2
2017/5/16,CRM,准会员,电视,短信,2
2017/5/16,CRM,会员,手机,短信,2
2017/5/16,手机_品牌营销_品牌词,品牌词广告,安卓端_开机大图,app,2
2017/5/16,手机_品牌营销_品牌词,品牌词运营,超级手机日历_公告台,app,2
2017/5/16,手机_品牌营销_品牌词,品牌词运营,品牌词游戏焦点图,app,2
2017/5/16,搜索,搜狗,搜狗手机品专,PC品专,2
2017/5/16,搜索,搜狗semph,商城品牌词_PC,品牌词,2
2017/5/16,品牌营销_品牌词,品牌词,PC,PC-硬广,2
2017/5/16,DSP,晶赞,PC,新客,2
2017/5/16,手机_精准营销,腾讯视频,手机,腾讯视频移动-暂停-通投,2
2017/5/16,其它,酷派C1,猎豹,猎豹清理大师_Android_主界面礼盒,2
2017/5/16,搜索,百度,百度手机sem,商城品牌词_PC,2
2017/5/16,DSP,广点通_顺为,手机,再营销,2
2017/5/16,其它,酷派自投,猎豹,猎豹清理大师_Android_开屏_无线,2
2017/5/16,手机_精准营销,微信,活动,朋友圈,2
2017/5/16,搜索,百度semtv,商城品牌词_PC,品牌词,3
2017/5/16,搜索,搜狗酷派品专sum,PC品专,标题,2
2017/5/16,精准营销,360导航,活动,浏览器,2
2017/5/16,社会化联盟,个人网站联盟,PC端,电视,2
2017/5/16,搜索,搜狗semsum,超级皇冠,logo,3
2017/5/16,CRM,-,-,-,2
2017/5/16,搜索,搜狗综合品专semph,PC品专,栏目22标题,2
2017/5/16,手机_搜索,搜狗,M站_手机,硬广,2
2017/5/16,精准营销,搜狗输入法,活动,tips,3
2017/5/16,搜索,百度semsum,商城品牌词_PC,品牌词,3
2017/5/16,品牌营销_品牌词,品牌词产品,音乐频道大事件_专区标签,PC,2
2017/5/16,搜索,百度综合品专sum,PC品专,logo,2
2017/5/16,手机_网站联盟,公众号联盟,M站,-,3
2017/5/16,DSP,晶赞,手机,再营销,2
2017/5/16,CRM,会员,电视,短信,2
2017/5/16,搜索,百度semph,手机产品词_PC,酷1手机,2
2017/5/16,精准营销,太平洋电脑,电视,数字家电|电视机首页,2
2017/5/16,其它,酷派C1,今日头条,推荐频道信息流4_1 小图_预装,2
2017/5/16,CRM,准会员,乐迷日,短信,2
2017/5/16,搜索,百度,百度新品品专,PC品专,2
2017/5/16,手机_精准营销,追书神器,活动,首页,2
2017/5/16,手机_品牌营销_品牌词,品牌词运营,暂停,移动端,2
2017/5/16,o2o,LEPAR,入口,LEPAR225,2
2017/5/16,搜索,搜狗综合品专sum,PC品专,小图3,5
2017/5/16,搜索,搜狗综合品专semph,PC品专,tab描述2,3
2017/5/16,社会化传播,微信,服务号,乐秒君,2
2017/5/16,其它,会员,乐次元,PC,2
2017/5/16,搜索,搜狗综合品专sum,PC品专,Button4,5
2017/5/16,手机_搜索,神马,神马手机sem,手机商城品牌词,2
2017/5/16,搜索,搜狗综合品专sum,PC品专,Button1,4
2017/5/16,手机_搜索,百度,百度新品品专,无线品专,2
2017/5/16,CRM,准会员,乐迷日,APP,2
2017/5/16,手机_社会化联盟,个人网站联盟,M站,综合,2
2017/5/16,社会化联盟,个人网站联盟,PC端,手机,2
2017/5/16,移动,APP,APP下载页,PC右侧浮标,7
2017/5/16,DSP,头条_顺为,PC,新客,2
2017/5/16,搜索,搜狗综合品专sum,PC品专,栏目12标题,2
2017/5/16,品牌营销_品牌词,品牌词运营,乐迷社区焦点图,pc,2
2017/5/16,精准营销,酷狗,PC,公共电台大BANNER图（最高16轮播/天）,1
2017/5/16,其它,乐魔方,问卷调查,315,1
2017/5/16,其它,酷派C1,搜狗网址导航,首页_搜索下拉框文字链,1
2017/5/16,搜索,搜狗,搜狗网盟,手机测试-PC,1
2017/5/16,品牌营销_外网,熊猫乐园,PC,PC-软性资源,1
2017/5/16,精准营销,360,PC_手机,360哇塞,1
2017/5/16,精准营销,酷狗,PC,硬广,1
2017/5/16,CRM,生态内,手机,短信,1
2017/5/16,DSP,晶赞,手机,新客-Tanx,1
2017/5/16,手机_品牌营销_品牌词,品牌词,M站,M站-硬广,1
2017/5/16,品牌营销_品牌词,品牌词运营,入口,PC,1
2017/5/16,品牌营销_品牌词,品牌词产品,音乐频道大事件收看标签,PC,1
2017/5/16,品牌营销_品牌词,品牌词运营,5秒标版,PC,1
2017/5/16,品牌营销_品牌词,品牌词运营,焦点图,PC,1
2017/5/16,品牌营销_品牌词,品牌词广告,全品类,PC,1
2017/5/16,手机_品牌营销_品牌词,品牌词广告,手机,M站,1
2017/5/16,其它,电视媒介,腾讯视频,活动,1
2017/5/16,精准营销_品牌词,品牌词,PC,软性,1
2017/5/16,搜索,搜狗综合品专sum,PC品专,Button5,1
2017/5/16,精准营销,搜狐,手机,手机搜狐网首页,1
2017/5/16,搜索,搜狗semtv,商城品牌词_PC,品牌词,1
2017/5/16,搜索,百度semsum,商城品牌词_PC,品牌词,1
2017/5/16,手机_搜索,百度semph,手机产品词_M,乐1,1
2017/5/16,其它,酷派C1,DSP_昌荣ATD,策略1_创意3,1
2017/5/16,DSP,MediaV,PC,新客,1
2017/5/16,CRM,电视推送,常规,常规预约提醒,1
2017/5/16,手机_精准营销,腾讯视频,手机,贴片,1
2017/5/16,其它,控股媒介,优酷视频,通投,1
2017/5/16,手机_精准营销,腾讯视频,手机,腾讯视频移动-15s前贴片通投,1
2017/5/16,手机_精准营销,腾讯,活动,新闻客户端,1
2017/5/16,手机_品牌营销_品牌词,品牌词广告,电视,移动端,1
2017/5/16,手机_品牌营销_品牌词,品牌词广告,全品类,移动端,1
2017/5/16,手机_品牌营销_品牌词,品牌词产品,APP_首页推广位,移动端,1
2017/5/16,手机_社会化联盟,个人网站联盟,M站,手机,1
2017/5/16,手机_精准营销,多米,手机,双平台开机闪屏,1
2017/5/16,其它,酷派C1,pc,品牌词首页焦点图富媒体,1
2017/5/16,其它,酷派自投,pc,品牌词首页焦点图富媒体,1
2017/5/16,手机_搜索,百度,百度电视品专,无线品专,1
2017/5/16,手机_社会化联盟,乐魔方下载页面,M站,综合,1
2017/5/16,社会化联盟,个人网站联盟,PC端,综合,1
2017/5/16,其它,酷派C1,猎豹,金山电池医生_IOS_开屏,1
2017/5/16,手机_DSP,广点通_顺为,M,再营销,1
2017/5/16,手机_精准营销,今日头条,开机画面_静态3s可点击,开机画面_静态3s可点击,1
2017/5/16,搜索,搜狗,搜狗手机sem,搜狗通用皇冠_PC,1
2017/5/16,搜索,360,手机semph,360凤舞橱窗,1
2017/5/16,手机_搜索,神马,神马电视sem,电视品牌词,1
2017/5/16,搜索,百度,百度电视sem,电视品牌词-PC,1
2017/5/16,手机_搜索,百度酷派品专ph,无线品专,标题,1
